제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL,우리기준_대분류,우리기준_중분류,우리기준_소분류,출산양육_관련도,필터근거_키워드,분류근거_키워드,분류신뢰도
PROP-193830,"마을안의 소공원 또는 어린이공원에 음향기를 설치하여 서울시 홍보,계절이나, 날씨등 기본정보등을 일정시간에 맞춰 송출하면 좋겠습니다  예)어린이공원",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193830,2022-12-24,2022,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193830,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,어린이,어린이공원,중
PROP-193765,서울시 신혼부부 임차보증금 이자지원사업 금리 지원 확대 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193765,2022-12-16,2022,2.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193765,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 임차보증금",상
PROP-193715,지하철 임산부석 위한 벨,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193715,2022-12-10,2022,7.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193715,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-193539,서울시 신혼부부 임차보증금 연장,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193539,2022-11-10,2022,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193539,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 임차보증금",상
PROP-193443,대중교통 임산부석을 임산부가 앉을수있도록 배려해주세요!!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193443,2022-10-28,2022,1.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193443,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-193371,미세먼지 취약계층(임산부) 지원으로 안전한 환경조성,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193371,2022-10-12,2022,5.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193371,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-193296,임산부 대중교통 이용 배려안 (임산부 알림 기능 제안),https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193296,2022-09-23,2022,103.0,7,Y,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193296,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-193109,임산부석 실효성 높여주세요!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193109,2022-08-18,2022,2.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193109,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-193054,지하철 임산부석 개선방향,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193054,2022-08-12,2022,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193054,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 임산부석",상
PROP-193051,서울시 신혼부부 전세대출 한도 증액 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193051,2022-08-12,2022,7.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=193051,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 전세",상
PROP-192981,임산부 배려석이 잘 활용됐으면 좋겠어요~,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192981,2022-08-02,2022,15.0,4,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192981,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 배려석",상
PROP-192881,임산부 배려석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192881,2022-07-14,2022,111.0,12,Y,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192881,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산, 배려석",상
PROP-192867,서울시 외국인 임산부 교통비지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192867,2022-07-11,2022,48.0,5,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192867,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-192824,서울시 임산부 교통비 지원 사업 외국인 임산부도 포함시켜주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192824,2022-06-30,2022,18.0,3,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192824,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-192751,임산부 교통비 지원 관련 추가 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192751,2022-06-24,2022,11.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192751,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-192747,부모들에게 매월(용돈)생활비제공 자녀들에게 소득공제해 주시길!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192747,2022-06-23,2022,6.0,0,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192747,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,출산양육 후보,자녀,생활비,중
PROP-192709,신혼부부 임차보증금지원사업 연장 시 소득기준 상향,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192709,2022-06-18,2022,5.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192709,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 임차보증금",상
PROP-192298,신월6동 강신어린이공원 주변 개발 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192298,2022-04-05,2022,39.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192298,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,어린이,어린이공원,중
PROP-192268,종로서대문 거점형 키움센터 3호 공간 효율이 떨어집니다. 7세를 위한 프로그램 필요합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192268,2022-03-23,2022,8.0,0,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192268,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,출산양육 후보,키움센터,키움센터,중
PROP-192216,강북구 유치원 교사 구청 지원금,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192216,2022-03-09,2022,5.0,0,N,강북구,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192216,보육·돌봄 인프라,어린이집·유치원,어린이집·유치원 운영 개선,출산양육 후보,유치원,유치원,중
PROP-192172,장애아동을 위한 전용 미용(헤어컷)시설 설치를 제안합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192172,2022-02-22,2022,112.0,3,Y,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192172,보육·돌봄 인프라,어린이·아동 생활환경,아동친화 환경·시설,출산양육 후보,아동,아동,하
PROP-192150,신혼부부 특별공급 자격요건 수정요청드립니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192150,2022-02-18,2022,6.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192150,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼",상
PROP-192084,신혼부부 임차보증금 이자 지원 사업,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192084,2022-01-28,2022,9.0,2,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=192084,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 임차보증금",상
PROP-191992,서울시 신혼부부 전세자금대출 이자지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191992,2022-01-08,2022,12.0,3,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191992,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 전세",상
PROP-191817,재택근무 가능 직종 임산부 재택근무 의무화,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191817,2021-12-06,2021,5.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191817,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,출산양육 후보,"임산, 임산부","임산부, 임산",상
PROP-191811,아동을 위한 녹지 및 놀이시설 부족 문제와 해결방안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191811,2021-12-05,2021,16.0,3,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191811,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,출산양육 후보,아동,놀이시설,중
PROP-191740,보호 종료 아동(자립 준비 청년)을 위한 정책 시행,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191740,2021-11-24,2021,9.0,2,N,미상,일·가정 양립·부모 노동,경력단절·자립,경력단절 예방·일자리,부모 노동·돌봄 병행,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191740,일·가정 양립·부모 노동,경력단절·자립,경력단절 예방·일자리,출산양육 후보,아동,자립,중
PROP-191733,서울시 신혼부부 임차보증금 지원을 공공주택에도 확대 부탁드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191733,2021-11-23,2021,14.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191733,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,출산양육 후보,"신혼부부, 신혼, 부부","신혼부부, 신혼, 임차보증금, 주택",상
